,text,polarity,sentiment
348,1_life_to_give guess truth high au many reactions wrote wille need tel,0.33,Positive
350,rt diya_tweetz eternal sunshine sidharth_shukla happy birthday hope giant celebration heaven life goes,0.4,Positive
351,어휴 이 진상새끼들아 그냥 니네가 진상이야,0.0,Neutral
352,rt view_different tshepo_kgadima dzumasambudla try sound like patriothave apologized skweyiya family,0.4,Positive
353,rt mmelanindaj worst part growing realize life keeps going wreck car ampamp lose momma ampamp st,-1.0,Negative
354,nandoodles tmobile mikesievert please go get life lol leave elon musk alone obvious hes exposing,0.4,Positive
355,rt umibakast aniki_z signing along 4 years old kid algeria foreigner college student first job toda,0.175,Positive
356,rt chandigarh_uni big day today superstar rajinikanth turns 72 occasion rajinikanths birthday chandigarh unive,0.0,Neutral
358,อยากลงหลมมากมาก แบบ life,0.0,Neutral
359,dont see comfort forced put life hold away family friends 15 year,-0.30000000000000004,Negative
360,rt piersmorgan sad see cristiano tears dream winning world cup ended mocking remember,0.0,Neutral
361,rt bhupro mr nikesharora ceo paloaltontwks addressed 102nd convocation bhu gave 5 mantras perseverance curio,0.0,Neutral
362,rt berlinphil whether tumult festive party peaceful contemplation beautiful sights,0.55,Positive
363,rt nidhiitweets_ happy birthday shukla ji know smiling exactly like wherever always loved b,0.5833333333333334,Positive
364,ferdywagon go life pretending everything mylo xyloto doesnt exist even might,0.0,Neutral
365,always expect people thought wan na say absolutely wrong pers,-0.35,Negative
366,life lesson friend tell ur kind u help alot u give us much proceed tro,0.4,Positive
367,rt srisri sense insecurity amp lack belongingness root causes corruption compassion commitment serve amp broader context,0.0,Neutral
368,rt swiat_kolpakow life coach wykład 7,0.0,Neutral
369,宮台さんを襲った犯人まだ見つかってもないんだね,0.0,Neutral
371,rt captainrk8055 life long bitter suicide faith alone transform suicide sacrifice hbdsidharthshukla,-0.07500000000000001,Negative
372,meant every word ever said would probably question life led youd probably think im,0.0,Neutral
373,key making christmas cactus bloom watering biggest killer houseplants,0.0,Neutral
374,taslimanasreen lifethey every right live like,0.21103896103896103,Positive
375,rt suriyafansclub happy birthday forever super star indian cinema thalaivar rajinikanth sir wishing good health amp happ,0.611111111111111,Positive
376,rt ehimeora alignment lifes goodness always seems slip fingers theres suc,0.0,Neutral
378,rt offl_lawrence happy birthday thalaiva pray ragavendra swamy good health may live long long life special da,0.3155844155844156,Positive
379,rt nafeesat0 life sweet,0.35,Positive
380,rt erinlee256 language expression represents something outside inside person use move world,0.0,Neutral
381,adventure life learn purpose life grow nature life change captured nari,0.0,Neutral
382,rt ca_pigglife 本日イベント最終日 クリスマスイチゴの結晶が2倍に メインクリアでカタログアイテム交換ok お庭へ ピグライフ ピグライフふしぎな街の素敵なお庭 クリスマス,0.0,Neutral
383,want life one time,0.0,Neutral
384,hard explain understanding infinite life gift consciousness enough somenot,-0.14583333333333334,Negative
385,guideforlovers artificial things women piercing false nail colored hair much makeup etc,-0.26666666666666666,Negative
386,rt surfskrt love thing makes life worth living,0.4,Positive
387,want live happy life tie goal people things albert einstein thamaraxbenedix edsa mv benedixramos,0.4681818181818182,Positive
388,rt katepanda2 正直申し上げて統一教会を解散させられなかった場合公明党のせいではないかと思ってしまいます与党の動きは公明党に忖度している面が大きいんじゃないか多くの学会2世は罪悪感にも似た気持ちでこの流れを見ております,0.0,Neutral
389,lifes like rollercoaster youre youre means however bad good situation itll change,5.551115123125783e-17,Positive
390,rt lemonamurm yt rm still life anderson paak official mv 221212 1800 kst views 7556514 12338 likes 1315,0.0,Neutral
391,rt f4izalhassan one happiest moments life finally find courage let go cant change,0.0,Neutral
392,rt noamoracle air signs soulmate energy strong spiritual love entering life already connections yo,0.3111111111111111,Positive
393,rt jngwncoree_ wan na see enhypen life unfair,-0.35,Negative
394,rt heavenbrat want create pretty peaceful life cuz deserve,0.25,Positive
395,rt sanjeevevenkat birthday wishes super star rajinikanth sir may god give health strength amp prosperous life ahead thanks,0.26666666666666666,Positive
396,rt perceptivtrader getting trading define vision life well,0.0,Neutral
397,life short love endless liv gt_gt_gt_gtamn28gt_gt_gt_gt,0.125,Positive
398,rt mlota_azola late find love life year ends,0.1,Positive
399,rt terryluvclub know bts know theyll make memes real life events,0.2,Positive
400,rt moyzer123 right freedom expression freedom thought peaceful assembly access law education rest amp,0.26785714285714285,Positive
401,rt conan_esq know kingdoms amalur died story highstakes corporate life many familiar characters glimpses,0.2916666666666667,Positive
402,rt vishvassarang warm birthday greetings superstar shri rajinikanth ji praying long healthy life hbdsuperstarrajinika,0.3499999999999999,Positive
403,rt connectgurmeet lift people friends peers u grow life lifting others ps love background song,0.5,Positive
404,hate self cause still bit feeling hermeanwhiledia x abis2 nak kata dia lah yang paling tersakiti,-0.8,Negative
407,rt mind_essentials 15 powerful visuals psychology amp life 1,0.3,Positive
408,rt slavauk30722777 good morning day 291 ukraine love spirit repair together continues rebuilding homes w,0.6,Positive
410,rt long_hairedguy lifecycle butterfly life cycle thread jsp servlet cookies engineers grew,0.0,Neutral
411,sportingking365 lol life,0.8,Positive
412,rt onigiri_chan83 mehdikaramis life danger days ago sentenced death without obtaining permission lawye,0.0,Neutral
413,rt vikram_rebelism sad life raa mawa,-0.5,Negative
414,rt restlingnewsco go home dont buy bullshit like said pretty basic train sleep family fightin,0.125,Positive
415,amazing god thank life give us peace round protection week,0.20000000000000004,Positive
416,burnaboy song test track life swear,0.0,Neutral
417,rt prismaticcannon bro kissed velvet room prison bars bro day 2 ryukitaweek2022 prompt firs,0.0,Neutral
418,sora_misaki_ よく見かけるのでフォローしたつもりになってたんですができてなかったですごめんなさい今しました 今後も楽しみにしておりますm_ _m,0.0,Neutral
419,rt trainingmindful must change thoughts change life,0.0,Neutral
422,170636在线while life hope,0.0,Neutral
423,rt banahlaejandi love someone narrowly escapes lifechanging realization,0.15,Positive
426,novabarbiie never f wayne never f drake life man f shake,0.0,Neutral
427,life fairytaling rn,0.0,Neutral
428,bigeyescoin ok unlucky never get penny life prize love big toke,0.3333333333333333,Positive
431,rt boojieshay nobody talks death someone truly love close changes entire outlook life years,0.25,Positive
433,poverty virtue amp nothing glorify allegations institutions amp people,0.0,Neutral
434,rt techamazing amputee elephant gets new lease life prosthetic leg made jungle_doctor source thesun,0.13636363636363635,Positive
435,rt amerix never met youve got incredible potential every person capable making small shifts life le,0.21250000000000002,Positive
436,rt rajivkrishnas wishing one amp superstar rajinikanth garu happy birthday may god bless thalaiva good health happi,0.75,Positive
437,o39395 since u extro omg life,0.0,Neutral
438,お仕事おしまい そのままお勉強しちゃいましょー,0.0,Neutral
439,rt mechagirlotd man formed jam project one many incredible accomplishments hes managed life anime,0.7,Positive
440,led beacon ll1262 high transparency polycarbonate lens hightemperature resistance led light source long lif,0.17,Positive
441,manager software engineering chapter sun life unique background experience point view,0.375,Positive
442,nrjroche underscoregav paulembery agenda people use different pronouns big whoop youd nev,0.0,Neutral
443,rt iloprospects monday motivation ahmed mohammed young syrian refugee jordan speech hearing disabilities received skill,0.1,Positive
444,get anything want life long never give,-0.05,Negative
445,give permission take action positive change life provide means take control,0.16363636363636364,Positive
446,boibusayo inside life theres life,0.0,Neutral
447,rt cakesdiet new week start placing pieces fit together logically get solution question type,0.26212121212121214,Positive
448,youth__life_ 希望したいです,0.0,Neutral
449,rt mochimochiiij 眼里有星星的宝贝 dont want say goodbye nhai still let nhai go back novel end,0.0,Neutral
450,said going believed right told zombie unfortunately life w,-0.10714285714285715,Negative
451,sacred blood witness day judgment people took life sweetie rest,0.0,Neutral
453,0xashesonchain agreed life gives lemons make pickles,0.0,Neutral
454,rt rekisikei バットゥータ先生のグルメアンナイトの一話がsouffleで公開されていますよろしくお願いします 普段は月刊ミステリーボニータにて連載中です,0.0,Neutral
456,rt ajaynsp many problems life lips dont know problems always smiless hbdsidharthshukla,0.5,Positive
457,rt gaberahwt humanity go humanrightsday doesnt life tigrayans matter dear ho fp unaids msf declaret,0.0,Neutral
459,rt btsqtsarchive youre bestfriend rest life,0.0,Neutral
460,rt chinarcorpsia citizens remembrance general bipin rawat 1st cds held candlelight march cariappa park baramulla,0.05000000000000002,Positive
461,rt shinny4ssr trojan horse sent cabal sushants life ssr ws trapped purposely honest officers dir_ed team discov,0.19999999999999998,Positive
462,rt oladipojesse god peace calms every storm god double portion enlarges coast causes experie,0.0,Neutral
463,rt aslanovelshan heart withstand pain separation distance time break one careless word take care,-0.5,Negative
464,rt luncdao like think lunc community must merge luna asap rt agree merge lord kwon proven,0.0,Neutral
465,6uwgpbddhtynom6 rgzcir impfans sun_life_water hellojixian 70年前你的祖宗做了境外勢力馬列主義的狗現在的你依舊只能做馬列主義的狗,0.0,Neutral
466,rt kadaipaneeeer friends watching fun stories clg life,0.3,Positive
467,rt bcrealityy research surnames meaning hebrew soil life adam created soil eve,0.0,Neutral
468,1what life lesson learn hard wayfor chopdaharshad 2 gets excited life yrkkh,0.04166666666666666,Positive
469,rt fwd_japan fwd生命アンバサダーディーンフジオカさんの新cm人生を讃える bar篇公開中 sp番組life 4 key locations特設サイトで公開中 teamdf819 デ,0.0,Neutral
470,rt freakyfreenzy never give goals life,0.0,Neutral
471,activated ig 2 years im frenzy post post abt svt time th,0.0,Neutral
472,rt artistdora vss365 lust shivered uncontrollably wind whistled trees swayed lust 4 freedom brought escap,0.0,Neutral
473,andytangled kelvmackenzie really annoys people calling highly skilled life savers ambulance drivers,0.35,Positive
474,rt ogjsubs trans behind scenes handle care sees tweet might fallfor jamies charms end stay,-0.4,Negative
475,rt officialfixedd change life 1 day life full wins losses find time put work reach goal,0.32499999999999996,Positive
479,rt babu_bhaiyaa kya aap bhi hai bill due dates se pareshaan switchtoamazonpay mere yaar set auto reminders bill payments,-0.3125,Negative
480,rt amerix woman social media starts writing things like real man real man,0.14444444444444446,Positive
481,rt nelson_akn chillachillasong celebration life next song thunivu relatable everyone ajith sir liked,0.3,Positive
482,rt pranastro never ever trust natives ur life blindly natives combination trust,-0.5,Negative
483,rt harishkhuranna wish u happy birthday shahnawazbjp ji may almighty bless long healthy life,0.4166666666666667,Positive
484,feckitdotcom farrellray well give solutions problems ive posed cant soluti,0.0,Neutral
485,rt purbalichakrab7 sometimes people come life moment day lifetime matter time spent,-0.1,Negative
486,life rn,0.0,Neutral
487,cant keep someone doesnt belong life future someone fit past,0.05000000000000001,Positive
488,rt shybyblue want see still cuts bts abt studentsbet time life dancing one firstl,0.0,Neutral
489,rt daniellemelfi pfizer trials people died vaccine group placebo group takes 22000 vaccines,0.0,Neutral
490,rt meryy35223487 humanrightsday doesnt life tigrayans matter dear ho fp unaids msf declaretigrayfamine act,0.0,Neutral
491,rt videopug2020 kofi request map day tomodachi life 2013,0.0,Neutral
493,rt jinluvspace seokjin miss life,0.0,Neutral
494,thisiskyler yes youll rest life reminded,0.0,Neutral
495,rt btshourlyrics one day world stopped without forewarning spring knowing wait read room showed,0.0,Neutral
496,rt socfuture us favour found socfuture vision useful work life drop us tweet amp say keen,0.3,Positive
497,rt lowkeydos life update miss,0.0,Neutral
498,rt iamapa07 hardest part life let go someone love adore things end people leave memories l,0.5,Positive
499,rt anxietymsgs wan na restart life,-0.2,Negative
500,meandwh janekyleen,0.0,Neutral
501,rt hankyungmedia 국내외 대체불가능토큰nft 시장이 급격히 얼어붙으면서 미국에서 유명 연예인과 스포츠 스타가 집단 소송을 당했습니다 피소된 유명인은 대부분 bayc 보유자로 유가랩스의 특별 클럽 회원인 것으로 알려졌습니다 h,0.0,Neutral
503,rt nikkan_gendai 岸田首相が表明した防衛費大増税に身内である自民党議員から増税するなと批判が続出増税反対と言えば聞こえはいいですがこの騒動自体がヤラセの可能性があるといいますその狙いはガス抜きと世間へのアピールだとか,0.0,Neutral
504,cdarmstrong91 cares get life,0.0,Neutral
505,malaphorician people start purpose life reason living end way,0.0,Neutral
506,rt sianberry right london one good thing weather lets us see real life much space traffic really uses,0.3171428571428571,Positive
507,rt samdylanfinch underweight anorexia people cheered gained weight recovery understood tha,0.0,Neutral
508,je suis certaine le matin ya des gens qui se lèvent en se disant aujourdhui je vais contredire tout les coms,0.0,Neutral
509,rt renusharma_27 anshulspiritual thread life valmiki became rishi per skanda puraan lived poor brahmin,-0.4,Negative
510,rt nesawp tanyakanrl whoaa aku tenggelam di lautan fakta kalau lu mulai ngefangirl sampe sedihgalaumarah2 belain idol lu like li,0.0,Neutral
511,boy minho giving acting performance life running life,0.0,Neutral
512,rt rao_satyendra wish happy birthday aap_ka_prashant bhai man devoted whole life 2 party left job iac,0.3333333333333333,Positive
513,rt the_climatic past life deserve,-0.25,Negative
515,rt taylorswift13 midnights stories 13 sleepless nights scattered throughout life october 21 meet midnight,0.0,Neutral
517,rt ghangasatul self made superstar always lives character hard work passion lives life inspiration happy birthda,0.25416666666666665,Positive
518,vaise hi hame bhi aapki ek dose chahiye hoti haiaap bht jyada important ho mere life mejaise ham aapke liye fam,-0.04999999999999999,Negative
519,rt prettiiimya talking people twitter like ik yall real life,0.2,Positive
520,carolin52712798 manori_r put life line twice flying apache helicopters across enemy lines wa,0.0,Neutral
521,rt _maidraw enhypen au comics papa jay daily life 7 support dan baca episode sebelumnya di enhypen,0.0,Neutral
522,rt ednafe1016 xian lim xlxl experience life podcast xian lim tonight 6pm ct,0.0,Neutral
523,rt 932220sg suchwita sugas youtube show hits 44m views also catches fansampgp attention rmampsugas maturity suga alwa,0.0,Neutral
524,enjoy long walks beach love life plan wedding honeymoon nosy nosybe,0.2833333333333334,Positive
525,rt dssnewsupdates selfless service needy true purpose humanity saint msg worldhabitatday lets make efforts,0.35,Positive
526,rt _nameless_man__ life single pringle,-0.07142857142857142,Negative
527,love life captured narianhearts janeshua darnatopsecret x,0.5,Positive
528,rt lostgriff u actually sad enough life hit level 30 jake arya,-0.25,Negative
529,rt zizifothsi late stage life finding aleister crowley signed name dick n balls htt,-0.3,Negative
530,_adler_ent dozie_steven aminaruk adamugarba 2022 bro get life stop looking sad news spread,-0.5,Negative
532,rt 1500tasvir_en majidrezarahnavard sentenced death islamic republic life danger please spread word,0.0,Neutral
533,rt nightietters hes real life fairy today seventeen_at_la3c svt_rockthela3c_festival 세븐틴_더큰꿈을향해_la3c,0.2,Positive
535,days feel like im wasting time taking gap year also got ta remind everyones jou,0.0,Neutral
536,rt officialfixedd everyone picture want life fancy cars beautiful houses stable source incom,0.85,Positive
537,rt dilipsaikia4bjp birthday greetings honourable union mos shri vmbjp ji pray maa kamakhya long healthy life h,0.225,Positive
538,rt pumpinghearts heart failure symptoms seriously impact patients lives limit ability take part normal life thats w,-0.16666666666666666,Negative
539,fate determines enters life actions decide stays 世界杯 cwgjhefe,0.0,Neutral
541,rt michaelwarbur17 presume know everything saw painting mine ripped fucking life apart,-0.6,Negative
542,rt yepitsudgetime heres ive wasted last week life happy donkey kong december like please watch actually,0.15000000000000002,Positive
543,rt my_life__s_vt 트친소 내렸어여 다들 잘 부탁드립니다,0.0,Neutral
544,rt masculinetheory truly get matrix live life 99 people dont understand,0.13636363636363635,Positive
547,gustavo gaviria pablo escobar welleducated parents solidly middleclass made,0.0,Neutral
549,rt jimjones1425 thfcmxtt ignore race look social economic factors asking people live dep,0.12323232323232323,Positive
550,rt 1500tasvir_en clear long mahansadrats execution hold may hours life still,0.02500000000000001,Positive
552,rt motivation_168 dont compare work good find positives life learn failures work hard dont qu,0.20416666666666664,Positive
553,rt seffsaid sometimes life need hug words advice hug,0.0,Neutral
554,ahead life shaggy shaggy reggae lyrics,0.0,Neutral
555,rt cnehshuga end day youre responsible happiness peace life healing,0.44999999999999996,Positive
556,rt rashidajourno adams story important one care element australias legacy afghanistan,0.4,Positive
557,rt maxvayshia one funniest things person thinking impending death old age good life tailend punctuali,0.39999999999999997,Positive
558,busy life get inbox hope soon,0.1,Positive
559,rt paddy_barrett work important everything work important part life shouldnt mo,0.4,Positive
560,need reset life,0.0,Neutral
561,rt srk_fc_india life short argue make memes move shahrukhkhan𓀠 srkians,0.0,Neutral
563,rt thedatingboss date youre broke mad world terrible shape generally miserable get life order fi,-0.875,Negative
565,rt turkishd__lite father greatest love girls life,0.75,Positive
567,wasted time even recklessly death fell love began long life 上海线下,0.08333333333333333,Positive
568,rt diorkenn love right people real life always get blessings tenfold,0.32857142857142857,Positive
569,life short us wake morning regrets 世界杯 jchhfdjfo,-0.05,Negative
570,rt junlper life imitates art,0.0,Neutral
571,rt davidchibuike_ true life story employer invited 5 people interview 700am punctual amp time,0.35,Positive
572,lostmylem knowing im screwing life,0.0,Neutral
574,rt graciousswift13 crush fun cute literally soul crushing depleting life ruining destroying,0.25000000000000006,Positive
576,rt realgdt guillermo del toro pinocchio review gnarly fairy tale makes life beautiful verge,0.85,Positive
577,tejran,0.0,Neutral
578,rt haeeshah_ thank god english language life would hard comes communication,-0.14583333333333334,Negative
579,infinity around creative life choose give society goolak,0.5,Positive
580,rt alissafair_ yall scared worship god saved life plenty times,0.0,Neutral
581,life_loveline yeahhh,0.0,Neutral
582,ansarburney happy journey sir enjoy life,0.6000000000000001,Positive
583,170624在线while life hope,0.0,Neutral
584,poo_0814 ありがとうございます,0.0,Neutral
585,rt yearofthepoets ironically life becomes peacefull youre scared confrontation disagreement,0.0,Neutral
586,life feel tough sometimes yeah well job take head remember makes life feel worth l,-0.04444444444444445,Negative
587,s0cia1ist begsali1 didnt talk us one us daily think theyd die ow,0.0,Neutral
589,father_life さくら大根は初耳調べたら関東限定でした,0.0,Neutral
590,every minute situation continue bringing treasured dreams life choice,0.0,Neutral
591,darylpeirce jonbowzerbauman aymanm sure daryl imagine rotting gulag trumpedup charges,0.5,Positive
592,rt g_diets_ things remove diet wan na lead healthy life wheatderivatives soy sugar margarine milk c,0.15,Positive
594,rt leokearse wife watching dumb show women called love life bbc two black characters text,-0.013888888888888886,Negative
595,rt xpresscinema chillachillasong celebration life next song thunivu relatable everyone ajith sir like,0.0,Neutral
596,rt officialfixedd todays fixed games coming missed yesterday today another opportunity join winni,0.1,Positive
597,rt xwashere modern au wei ying walks pristine white house every morning going work every morning sees stranger standing b,0.1,Positive
598,make ima cry cause nobody knows hard worked get life together,-0.2916666666666667,Negative
599,iminakshijoshi umashankarsingh rahulgandhi priyankagandhi tension free life jo hai accountability power,0.4,Positive
601,two types leg pain signal high cholesterol may affect quality life,0.16,Positive
602,rt buskyta karnythia harry wanted leave royal life long meghan arrived,-0.05,Negative
603,rt sidebacks_band 20221203 sat cube garden 先日開催された北大フォークソング研究会冬の定期演奏会in lifeよりsidebacksのダイジェスト動画を公開します 1 super sonic 2,0.3333333333333333,Positive
604,symplymichelle life shall stop,0.0,Neutral
605,rt livechristian1 life proof god answers prayers,0.0,Neutral
606,rt langanondzaba stanship shouldnt terms conditions like cry faves decisions thats business,0.0,Neutral
607,rt misosoup48 realized way back hiyuminao hosted guild application stream thing wrote didnt ca,0.0,Neutral
608,strongest people people faced toughest situations life people defeated toughest,0.0,Neutral
609,rt lreemah may gifted lifes biggest joys neverending bliss gift earth deserve,0.5,Positive
610,rt _asiwajulerry need people stop going cuppys tweets mentioning name longer funny allow enjoy love,0.3833333333333333,Positive
611,justbrown__ people wey sabi know fell neva achieve anything life,0.0,Neutral
612,rt againstgrmrs child consent undergoing life altering permanent procedures cant consent long line,-0.05,Negative
613,noorthevirgo papa evil crime life want fuck amp maybe sometimes fuck friend,-0.6,Negative
614,rt jayblessedd gods goodness mercy follow days life superstar sheggz big sheggz,0.0,Neutral
615,suuuuuuifyaan thinking life,0.0,Neutral
616,rt lom_ed love life captured narianhearts janeshua darnatopsecret,0.5,Positive
618,rt hwangride toughest moments life people recommended books really comforted reading books,0.2,Positive
619,rt fhero4real asians sound rock bigmountainth together empower make fantastic moment honor life,0.4,Positive
620,rt okachethomas today boldly affirm live life thanksgiving praise hallelujah,0.23484848484848483,Positive
622,rt 1500tasvir_en mahansadrat still made phone calls life grave danger please voice stopexecutioniniran,0.0,Neutral
625,yeah fire goddamn blaze dark started started yeah war th,-0.15,Negative
626,fate determines enters life actions decide stays 世界杯 hbokqdfv,0.0,Neutral
627,rt papywave take risk make money dont take life call gods grace,0.0,Neutral
628,rt foodlikesme respects show immensely grateful see every day challenged targete,0.0,Neutral
629,rt pxlmerrole_ pov youve made right decisions life,0.2857142857142857,Positive
630,sat one awkward lunch entire life,-0.3,Negative
631,rt ekradio_fy 今夜23時３０分からのfm yokohamaek radio 倫太郎のonly one lifeエイジの君花裏話しは 8loomの一之瀬栄治くんがコメントくれました笑 8loomの新曲もオンエアー watwing 八村倫太郎,0.0,Neutral
633,rt hismoonchiid im sorry may trials end full bloom though beginnings may humble may end prosper,-0.11666666666666668,Negative
634,rt margaretobebe jalin man power happy new week gentlemen dont forget get jalinherbal week better sex life amp conf,0.4787878787878788,Positive
635,justinhumph2021 refers immediate threat life tweet correct investigating stated,0.0,Neutral
639,gon na give life back music repeat finish greek exam,0.0,Neutral
640,rt caramelcorn1971 フォローamprtでおかしの福袋が当たる 1caramelcorn1971をフォロー 2この投稿を1212 1159までにrt 3当選者にはdmが届く リプライは届きません 1221まで毎日応募チャンスがあ,0.0,Neutral
641,rt davidehrlich fun thing remember ethan white lotus aka sharpe directed wonky biopic benedict cu,0.0,Neutral
642,rt raashidaaaa someone life years youve made memories doesnt mean theyre meant,-0.3125,Negative
643,rt soulefacts one lone hindu family lahorighat assam surrounded muslims villages continuously harassed threatened,0.0,Neutral
645,rt 72_inv フォローrt で ハーゲンダッツ ギフト券を 300名様にプレゼント 12月25日まで毎日応募できます 応募方法 172_inv をフォロー 2本投稿を 1213 959迄にrt 3当選者のみdmが届く,0.0,Neutral
646,いらっしゃい,0.0,Neutral
647,piers morgan whos 57 years trolls messi every day life ronaldo fans ronaldo,0.0,Neutral
648,life going control take step back watch video,0.0,Neutral
650,life little drunkard one lung already,-0.1875,Negative
652,atarqiaxx im cried much dont know win personal havent even felt,0.3333333333333333,Positive
653,rt proffeynman life short worry stupid things fun fall love regret nothing dont let people bring dow,1.3877787807814457e-17,Positive
654,rt senyacn lutang part life,0.0,Neutral
656,rt lemonamurm yt rm still life anderson paak official mv 221212 1500 kst views 7538349 17002 likes 13130,0.0,Neutral
657,life hack refill watercooler replace water bottle add bit aabezam zam wa,0.0,Neutral
658,rt roncoleman johnbrennan perjurer war criminal traitor remembered history whether achieve,-0.4,Negative
660,shadycatdawg markietrill texas_made956 worked emt ambulanceif u seen ive seen would know,0.0,Neutral
661,rt gordonbrown clean politics need end foreign funding ban mps second jobs stop pm ju,0.08055555555555556,Positive
662,alexxxcoal big fan alex coallove muchmy dream meet personally life,0.0,Neutral
664,rt libertycowboykb diagnosis graveyard past mistakes landing pad future proble,-0.125,Negative
665,leaving social media quick break attempt turn life around bye,0.18333333333333332,Positive
666,rt souffle_life 天幕のジャードゥーガルの 宝島社 このマンガがすごい2023 オンナ編１位を記念して 連載サイト souffle では 天幕祭り を開催 天幕祭り その❶ 天幕のジャードゥー,0.0,Neutral
667,feel tired lost life 世界杯 wetzyfzgkz,-0.4,Negative
668,blazey_blaze blessed earthstrong mama life,0.0,Neutral
669,e_beardmore mine flares life stress anything else giving cheese wld cause stress life think,0.0,Neutral
670,rt hotammi 朝活始めて仲間ができた仲間のつながりでお師匠に出会えて人生が動き始めた1年前の就活は未経験で30半ばは不要教員は社会人経験にならんほぼ門前払い心を折られた去年のわたしが今のわたしを想像できただろうかこの1年圧倒的行動でチャンス,0.0,Neutral
671,focus beautiful parts life,0.85,Positive
672,cheshire itzy okay members beautiful sitting enchanted watching mv,0.675,Positive
674,sat polairud polres banyuasin melakukan pengecekan alat keselamatan berupa pelampunglife jaket diatas speedboat,0.0,Neutral
675,rt artindetails life nature,0.0,Neutral
677,electric car tax make evs expensive run fuel vehicles,-0.5,Negative
678,proofof_x professional social mediatwitterinstragram marketer 2 years experiencei provide unlimi,0.06666666666666667,Positive
679,umbrella academy jazzy sunny boney stunning robert sheehan sunny yesterday life,0.5,Positive
680,rt cyarine didnt spend years life practicing people ask theyll assume use ai future,0.0,Neutral
681,rt hministries8 god life man stop,0.0,Neutral
682,rt ovo_tshepi waitse kgang e e nkama beyond koore old man couldnt let poor child grow hela tle ikgodisetse ngwana wa gagw,-0.15000000000000002,Negative
685,高槻市定住促進プロモーション life life オリジナルショートムービーが 道頓堀のツタヤエビスバシヒットビジョンにて 公開されています 1212月18日 見つけた報告も待ってます,0.0,Neutral
686,smile life毎日少しずつ素直に毎日少しずつ柔軟に毎日少しずつ謙虚に毎日ベリーグッド毎日ーsmile,0.3,Positive
687,rt thefinancierge get consistent game think like survivor invest winnings thingsways set,-0.07500000000000001,Negative
688,rt nandyasmita aejaz gulab started 90s performing stunts different bollywood actors including hema malini went onto beco,0.0,Neutral
689,one life ou pas,0.0,Neutral
690,zedwontmiss notnuelssary fact make feel youre joking life,0.0,Neutral
691,god created man clay dies merge ground mixed bones brought back life take account,0.0,Neutral
692,rt shin_kr 池松壮亮 さん 浜辺美波 さん 柄本佑 さん３ショットでの シン仮面ライダー 取材が行われました各種取材をいただいた媒体の皆様ありがとうございました こちらは取材中のオフショットです 取材をいただいた媒体情報は改めてお知ら,0.0,Neutral
693,rt 72_inv フォローrtで応募 選べるデジタルギフト ˏˋ総額60万円分ˎˊ がその場で当たる 12月25日まで毎日応募できます 応募方法 172_inv をフォロー 2本投稿を 1213 1159迄にrt,0.0,Neutral
694,life cruel joke,-1.0,Negative
695,rt yq6661308579 child cerebral palsy left last words surgery mom cant get operating table dont,0.0,Neutral
696,rt valenci_club new drop ariel mermaid real life listed 1sol,0.16818181818181818,Positive
697,rt hanafusamayu 高槻市定住促進プロモーション life life オリジナルショートムービーが 道頓堀のツタヤエビスバシヒットビジョンにて 公開されています 1212月18日 見つけた報告も待ってます,0.0,Neutral
699,rt carriecmoney dont worry binghe hell come back life 35 business years,0.0,Neutral
700,rt dawempire man waited moment life,0.0,Neutral
701,rt afrkml tanyakanrl batasan ngefans sehat tuh pokoknya happy aja udah kalau sudah muncul tuh perasaan gundah gulana sedih marah sam,0.8,Positive
702,stanvowales sneaking illegally gets 4 star hotel roomfree phonethree meals dayspending moneya,-0.5,Negative
703,rt gmanews sb19 gave life longing sadness new ballad track nyebe sb19nyebe,0.13636363636363635,Positive
704,anime made fell love volleyball sports made passionate something life,0.225,Positive
705,rt canellelabelle 21 birthday clarence house agree brief press sit reluctant prince william press asked,0.0,Neutral
706,宁波 鄞州区 宁波线下 wishthere one person spelled life love,0.5,Positive
707,rt poisonjr text ruin entire life brand like cattle put washing machine phone want sit,0.0,Neutral
708,discussion ends prophetic imagination cat shepherding monty python terrific sheep deleted scene,0.0,Neutral
709,rt johnnjenga wife leaves kids coast try win back people life intervene since pain,0.4,Positive
710,rt tatheeerhassan peace upon one sacrificed life wilayat e ali martyrdomofladyfatima,0.0,Neutral
711,rt kreuzier life update gago ayoko na,0.0,Neutral
712,khamandhokia azad_for_life ohhh,0.0,Neutral
714,rt yellawolf_ alhmdulillah happy birthday may allah bless increase ramifications lifechapter 24 12,0.8,Positive
715,mumbai auto riksha drivers cab drivers warm despite adverse conditions come delhi toxic,0.6,Positive
716,time limited dont waste living someone elses life steve jobs,-0.13571428571428573,Negative
717,rt cinemalife_web 三代目 j soul brothers初のライブフィルムjsb3 live film rising sound圧倒的映像美と最高音質の立体音響を味わえるドルビーシネマ版ポスタービジュアル解禁 全7種類のムビチケ発売,0.13636363636363635,Positive
718,rt foxxpawsjill cbouzy watching series yesterday things became clear early 1 harry always man even,0.1,Positive
719,hard slipped old life lay نمشے w77 w77 w77,-0.09583333333333334,Negative
720,rt secularprolife fear josie grow culture someone tells worthy life every time,0.3333333333333333,Positive
721,betterpakistan tm log jhtooty corrupt ghulam log shame n life imran khan zindabad,-0.5,Negative
722,rt folanski dear young nigerian go daily endeavours consciously decide comes first life easy g,0.17666666666666667,Positive
